Part Name,Part Type,Quantity,Parent Assembly,Make / Buy,Material,Weight,Standard vs Custom,Fastener Flag
Motherboard Mounting Screw 03,Fastener,1,Laptop Motherboard Assembly,Buy,Steel,0.5 g,Standard,Yes
Motherboard Mounting Screw 04,Fastener,1,Laptop Motherboard Assembly,Buy,Steel,0.5 g,Standard,Yes
Motherboard Serial Label,Material,1,Laptop Motherboard Assembly,Buy,PET,0.5 g,Standard,No
Regulatory Label,Material,1,Laptop Motherboard Assembly,Buy,PET,0.5 g,Standard,No
SMT Reflow Process,Process,1,Laptop Motherboard Assembly,Make,N/A,0 g,Custom,No
AOI Inspection,Process,1,Laptop Motherboard Assembly,Make,N/A,0 g,Custom,No
X-Ray Inspection,Process,1,Laptop Motherboard Assembly,Make,N/A,0 g,Custom,No
Functional Test,Process,1,Laptop Motherboard Assembly,Make,N/A,0 g,Custom,No
ESD Packaging Bag,Material,1,Laptop Motherboard Assembly,Buy,Polyethylene,5 g,Standard,No
Silica Gel Packet,Material,1,Laptop Motherboard Assembly,Buy,Silica,2 g,Standard,No
