Part Name,Part Type,Quantity,Parent Assembly,Make / Buy,Material,Weight,Standard vs Custom,Fastener Flag
LED Current Resistor – R1,Electrical,1,Backlight LED PCB,Buy,Thick Film,0.01 g,Standard,No
LED Current Resistor – R2,Electrical,1,Backlight LED PCB,Buy,Thick Film,0.01 g,Standard,No
Backlight Diffuser Film,Material,1,Keyboard Backlight Sub-Assembly,Buy,PET,3 g,Custom,No
Reflective Film,Material,1,Keyboard Backlight Sub-Assembly,Buy,PET / TiO?,2 g,Custom,No
Keyboard FPC Cable,Component,1,Keyboard Sub-Assembly,Buy,Polyimide / Copper,2.5 g,Custom,No
FPC Stiffener,Material,1,Keyboard Sub-Assembly,Buy,FR4,0.8 g,Custom,No
Keyboard Connector,Electrical,1,Keyboard Sub-Assembly,Buy,Copper Alloy,0.8 g,Standard,No
EMI Shielding Tape – Top,Material,1,Keyboard Sub-Assembly,Buy,Copper Foil,0.6 g,Standard,No
EMI Shielding Tape – Bottom,Material,1,Keyboard Sub-Assembly,Buy,Copper Foil,0.6 g,Standard,No
Grounding Spring Finger,Mechanical,1,Keyboard Sub-Assembly,Buy,Stainless Steel,0.2 g,Standard,No
Foam Pad – Left,Material,1,Keyboard Sub-Assembly,Buy,PU Foam,1 g,Custom,No
Foam Pad – Right,Material,1,Keyboard Sub-Assembly,Buy,PU Foam,1 g,Custom,No
Adhesive Tape – Top,Material,1,Keyboard Sub-Assembly,Buy,Acrylic,0.5 g,Custom,No
Adhesive Tape – Bottom,Material,1,Keyboard Sub-Assembly,Buy,Acrylic,0.5 g,Custom,No
Identification Label,Material,1,Keyboard Sub-Assembly,Buy,PET,0.2 g,Standard,No
Regulatory Label,Material,1,Keyboard Sub-Assembly,Buy,PET,0.2 g,Standard,No
Keyboard Assembly Process,Process,1,Keyboard Sub-Assembly,Make,N/A,0 g,Custom,No
Key Travel Calibration,Process,1,Keyboard Sub-Assembly,Make,N/A,0 g,Custom,No
Backlight Uniformity Test,Process,1,Keyboard Sub-Assembly,Make,N/A,0 g,Custom,No
Key Scan Electrical Test,Process,1,Keyboard Sub-Assembly,Make,N/A,0 g,Custom,No
Typing Functional Test,Process,1,Keyboard Sub-Assembly,Make,N/A,0 g,Custom,No
AOI Inspection,Process,1,Keyboard Sub-Assembly,Make,N/A,0 g,Custom,No
ESD Protective Bag,Material,1,Keyboard Sub-Assembly,Buy,Conductive Plastic,6 g,Standard,No
Moisture Barrier Bag,Material,1,Keyboard Sub-Assembly,Buy,Aluminum Foil,4 g,Standard,No
Desiccant Pack,Material,1,Keyboard Sub-Assembly,Buy,Silica Gel,2 g,Standard,No
Humidity Indicator Card,Material,1,Keyboard Sub-Assembly,Buy,Paper / Chemical,1 g,Standard,No
