Part Name,Part Type,Quantity,Parent Assembly,Make / Buy,Material,Weight,Standard vs Custom,Fastener Flag
CPU Bulk Capacitor 02,Electrical,1,CPU Sub-Assembly,Buy,Polymer,0.6 g,Standard,No
CPU Bulk Capacitor 03,Electrical,1,CPU Sub-Assembly,Buy,Polymer,0.6 g,Standard,No
CPU Signal Series Resistor 01,Electrical,1,CPU Sub-Assembly,Buy,Thick Film,0.01 g,Standard,No
CPU Signal Series Resistor 02,Electrical,1,CPU Sub-Assembly,Buy,Thick Film,0.01 g,Standard,No
CPU Signal Series Resistor 03,Electrical,1,CPU Sub-Assembly,Buy,Thick Film,0.01 g,Standard,No
CPU Signal Series Resistor 04,Electrical,1,CPU Sub-Assembly,Buy,Thick Film,0.01 g,Standard,No
CPU Power Sense Resistor 01,Electrical,1,CPU Sub-Assembly,Buy,Metal Strip,0.05 g,Standard,No
CPU Power Sense Resistor 02,Electrical,1,CPU Sub-Assembly,Buy,Metal Strip,0.05 g,Standard,No
CPU Internal Thermal Sensor,Electrical,1,CPU Sub-Assembly,Buy,Silicon,0.1 g,Custom,No
CPU Clock Distribution Buffer,Electrical,1,CPU Sub-Assembly,Buy,Silicon,0.3 g,Custom,No
CPU EMI Shield Frame,Mechanical,1,CPU Sub-Assembly,Make,Stainless Steel,1.8 g,Custom,No
CPU EMI Shield Cover,Mechanical,1,CPU Sub-Assembly,Make,Nickel Silver,2.2 g,Custom,No
EMI Shield Solder Attach Process,Process,1,CPU Sub-Assembly,Make,N/A,0 g,Custom,No
CPU Retention Frame,Mechanical,1,CPU Sub-Assembly,Buy,Stainless Steel,6 g,Custom,No
CPU Retention Screw 01,Fastener,1,CPU Sub-Assembly,Buy,Steel,0.4 g,Standard,Yes
CPU Retention Screw 02,Fastener,1,CPU Sub-Assembly,Buy,Steel,0.4 g,Standard,Yes
CPU Retention Screw 03,Fastener,1,CPU Sub-Assembly,Buy,Steel,0.4 g,Standard,Yes
CPU Retention Screw 04,Fastener,1,CPU Sub-Assembly,Buy,Steel,0.4 g,Standard,Yes
CPU Identification Label,Material,1,CPU Sub-Assembly,Buy,PET,0.2 g,Standard,No
CPU Traceability Label,Material,1,CPU Sub-Assembly,Buy,PET,0.2 g,Standard,No
CPU Assembly SMT Process,Process,1,CPU Sub-Assembly,Make,N/A,0 g,Custom,No
CPU Underfill Cure Process,Process,1,CPU Sub-Assembly,Make,N/A,0 g,Custom,No
CPU Electrical Wafer Sort Test,Process,1,CPU Sub-Assembly,Make,N/A,0 g,Custom,No
CPU Package Burn-In Test,Process,1,CPU Sub-Assembly,Make,N/A,0 g,Custom,No
CPU Final Functional Test,Process,1,CPU Sub-Assembly,Make,N/A,0 g,Custom,No
CPU ESD Protective Tray,Material,1,CPU Sub-Assembly,Buy,Conductive Plastic,15 g,Standard,No
Moisture Barrier Bag,Material,1,CPU Sub-Assembly,Buy,Aluminum Foil,3 g,Standard,No
Desiccant Pack,Material,1,CPU Sub-Assembly,Buy,Silica Gel,2 g,Standard,No
Humidity Indicator Card,Material,1,CPU Sub-Assembly,Buy,Paper / Chemical,1 g,Standard,No
