Part Name,Part Type,Quantity,Parent Assembly,Make / Buy,Material,Weight,Standard vs Custom,Fastener Flag
ESD Diode – PCIe Lane 1,Electrical,1,SSD Sub-Assembly,Buy,Silicon,0.05 g,Standard,No
EMI Shield Foil Top,Material,1,SSD Sub-Assembly,Buy,Aluminum,0.8 g,Standard,No
EMI Shield Foil Bottom,Material,1,SSD Sub-Assembly,Buy,Aluminum,0.8 g,Standard,No
Controller Thermal Pad,Material,1,SSD Sub-Assembly,Buy,Silicone,1.2 g,Standard,No
NAND Thermal Pad,Material,1,SSD Sub-Assembly,Buy,Silicone,1.5 g,Standard,No
Graphite Heat Spreader Label,Material,1,SSD Sub-Assembly,Buy,Graphite,0.9 g,Custom,No
SSD Product Label,Material,1,SSD Sub-Assembly,Buy,PET,0.2 g,Standard,No
Regulatory Compliance Label,Material,1,SSD Sub-Assembly,Buy,PET,0.2 g,Standard,No
SMT Placement,Process,1,SSD Sub-Assembly,Make,N/A,0 g,Custom,No
SMT Reflow,Process,1,SSD Sub-Assembly,Make,N/A,0 g,Custom,No
AOI Inspection,Process,1,SSD Sub-Assembly,Make,N/A,0 g,Custom,No
X-Ray Inspection,Process,1,SSD Sub-Assembly,Make,N/A,0 g,Custom,No
Firmware Flash Programming,Process,1,SSD Sub-Assembly,Make,N/A,0 g,Custom,No
Functional Read/Write Test,Process,1,SSD Sub-Assembly,Make,N/A,0 g,Custom,No
Burn-In Stress Test,Process,1,SSD Sub-Assembly,Make,N/A,0 g,Custom,No
ESD Protective Tray,Material,1,SSD Sub-Assembly,Buy,Conductive Plastic,12 g,Standard,No
Moisture Barrier Bag,Material,1,SSD Sub-Assembly,Buy,Aluminum Foil,3 g,Standard,No
Desiccant Pack,Material,1,SSD Sub-Assembly,Buy,Silica Gel,2 g,Standard,No
Humidity Indicator Card,Material,1,SSD Sub-Assembly,Buy,Paper / Chemical,1 g,Standard,No
