Part Name,Part Type,Quantity,Parent Assembly,Make / Buy,Material,Weight,Standard vs Custom,Fastener Flag
M2×4 Motherboard Mount Screw – 8,Fastener,1,Motherboard Assembly,Buy,Carbon Steel,0.22 g,Standard,Yes
M2×3 SSD Retention Screw – 1,Fastener,1,SSD Assembly,Buy,Stainless Steel,0.18 g,Standard,Yes
M2×3 SSD Retention Screw – 2,Fastener,1,SSD Assembly,Buy,Stainless Steel,0.18 g,Standard,Yes
M2×3 SSD Retention Screw – 3,Fastener,1,SSD Assembly,Buy,Stainless Steel,0.18 g,Standard,Yes
M2×3 Wi-Fi Card Screw – 1,Fastener,1,Wi-Fi Card Assembly,Buy,Stainless Steel,0.18 g,Standard,Yes
M2×3 Wi-Fi Card Screw – 2,Fastener,1,Wi-Fi Card Assembly,Buy,Stainless Steel,0.18 g,Standard,Yes
M2×4 Battery Mount Screw – 1,Fastener,1,Battery Assembly,Buy,Carbon Steel,0.25 g,Standard,Yes
M2×4 Battery Mount Screw – 2,Fastener,1,Battery Assembly,Buy,Carbon Steel,0.25 g,Standard,Yes
M2×4 Battery Mount Screw – 3,Fastener,1,Battery Assembly,Buy,Carbon Steel,0.25 g,Standard,Yes
M2×4 Battery Mount Screw – 4,Fastener,1,Battery Assembly,Buy,Carbon Steel,0.25 g,Standard,Yes
M2×4 Battery Mount Screw – 5,Fastener,1,Battery Assembly,Buy,Carbon Steel,0.25 g,Standard,Yes
M2×5 Fan Mount Screw – 1,Fastener,1,Cooling Fan Assembly,Buy,Carbon Steel,0.30 g,Standard,Yes
M2×5 Fan Mount Screw – 2,Fastener,1,Cooling Fan Assembly,Buy,Carbon Steel,0.30 g,Standard,Yes
M2×5 Fan Mount Screw – 3,Fastener,1,Cooling Fan Assembly,Buy,Carbon Steel,0.30 g,Standard,Yes
M2×5 Fan Mount Screw – 4,Fastener,1,Cooling Fan Assembly,Buy,Carbon Steel,0.30 g,Standard,Yes
M2×3 Speaker Screw – 1,Fastener,1,Speaker Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×3 Speaker Screw – 2,Fastener,1,Speaker Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×3 Speaker Screw – 3,Fastener,1,Speaker Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×3 Speaker Screw – 4,Fastener,1,Speaker Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×6 Display Hinge High-Torque Screw – 1,Fastener,1,Display Hinge Assembly,Buy,Alloy Steel,0.42 g,Standard,Yes
M2×6 Display Hinge High-Torque Screw – 2,Fastener,1,Display Hinge Assembly,Buy,Alloy Steel,0.42 g,Standard,Yes
M2×6 Display Hinge High-Torque Screw – 3,Fastener,1,Display Hinge Assembly,Buy,Alloy Steel,0.42 g,Standard,Yes
M2×6 Display Hinge High-Torque Screw – 4,Fastener,1,Display Hinge Assembly,Buy,Alloy Steel,0.42 g,Standard,Yes
M2×6 Display Hinge High-Torque Screw – 5,Fastener,1,Display Hinge Assembly,Buy,Alloy Steel,0.42 g,Standard,Yes
M2×6 Display Hinge High-Torque Screw – 6,Fastener,1,Display Hinge Assembly,Buy,Alloy Steel,0.42 g,Standard,Yes
M2×3 Keyboard Bracket Screw – 1,Fastener,1,Keyboard Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×3 Keyboard Bracket Screw – 2,Fastener,1,Keyboard Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×3 Keyboard Bracket Screw – 3,Fastener,1,Keyboard Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×3 Keyboard Bracket Screw – 4,Fastener,1,Keyboard Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×3 Keyboard Bracket Screw – 5,Fastener,1,Keyboard Assembly,Buy,Carbon Steel,0.20 g,Standard,Yes
M2×4 Touchpad Mount Screw – 1,Fastener,1,Touchpad Assembly,Buy,Carbon Steel,0.22 g,Standard,Yes
M2×4 Touchpad Mount Screw – 2,Fastener,1,Touchpad Assembly,Buy,Carbon Steel,0.22 g,Standard,Yes
M2×4 Touchpad Mount Screw – 3,Fastener,1,Touchpad Assembly,Buy,Carbon Steel,0.22 g,Standard,Yes
M2×4 Touchpad Mount Screw – 4,Fastener,1,Touchpad Assembly,Buy,Carbon Steel,0.22 g,Standard,Yes
M2×3 I/O Bracket Grounding Screw – 1,Fastener,1,I/O Bracket Assembly,Buy,Zinc-Plated Steel,0.21 g,Standard,Yes
M2×3 I/O Bracket Grounding Screw – 2,Fastener,1,I/O Bracket Assembly,Buy,Zinc-Plated Steel,0.21 g,Standard,Yes
M2×3 EMI Shield Screw – 1,Fastener,1,Motherboard Shield Assembly,Buy,Zinc-Plated Steel,0.21 g,Standard,Yes
M2×3 EMI Shield Screw – 2,Fastener,1,Motherboard Shield Assembly,Buy,Zinc-Plated Steel,0.21 g,Standard,Yes
M2×3 EMI Shield Screw – 3,Fastener,1,Motherboard Shield Assembly,Buy,Zinc-Plated Steel,0.21 g,Standard,Yes
M2×3 EMI Shield Screw – 4,Fastener,1,Motherboard Shield Assembly,Buy,Zinc-Plated Steel,0.21 g,Standard,Yes
