Part Name,Part Type,Quantity,Parent Assembly,Make / Buy,Material,Weight,Standard vs Custom,Fastener Flag
EMI Finger Clip – Rear Edge,Mechanical,1,EMI Shielding Assembly,Buy,BeCu,0.2 g,Standard,No
Conductive Foam – CPU Top,Material,1,EMI Shielding Assembly,Buy,PU + Ni,0.4 g,Standard,No
Conductive Foam – CPU Side,Material,1,EMI Shielding Assembly,Buy,PU + Ni,0.3 g,Standard,No
Conductive Foam – VRM Area,Material,1,EMI Shielding Assembly,Buy,PU + Ni,0.3 g,Standard,No
Conductive Foam – Wi-Fi Area,Material,1,EMI Shielding Assembly,Buy,PU + Ni,0.2 g,Standard,No
Copper EMI Tape – CPU Perimeter,Material,1,EMI Shielding Assembly,Buy,Copper + PSA,0.6 g,Standard,No
Copper EMI Tape – VRM,Material,1,EMI Shielding Assembly,Buy,Copper + PSA,0.5 g,Standard,No
Aluminum EMI Tape – eDP Cable,Material,1,EMI Shielding Assembly,Buy,Aluminum + PSA,0.4 g,Standard,No
Aluminum EMI Tape – Antenna Cable,Material,1,EMI Shielding Assembly,Buy,Aluminum + PSA,0.4 g,Standard,No
Grounding Pad – Shield to PCB,Material,1,EMI Shielding Assembly,Buy,Silicone + Carbon,0.6 g,Standard,No
Grounding Pad – Shield to Chassis,Material,1,EMI Shielding Assembly,Buy,Silicone + Carbon,0.6 g,Standard,No
Shield Fixing Screw – CPU Front,Fastener,1,EMI Shielding Assembly,Buy,Steel,0.35 g,Standard,Yes
Shield Fixing Screw – CPU Rear,Fastener,1,EMI Shielding Assembly,Buy,Steel,0.35 g,Standard,Yes
Shield Fixing Screw – VRM,Fastener,1,EMI Shielding Assembly,Buy,Steel,0.35 g,Standard,Yes
Shield Fixing Screw – RF,Fastener,1,EMI Shielding Assembly,Buy,Steel,0.35 g,Standard,Yes
Shield Can Solder Land Pattern,Material,1,EMI Shielding Assembly,Buy,Copper Pad,0.2 g,Standard,No
Reflow Solder – Shield Can,Process,1,EMI Shielding Assembly,Make,SAC305,0 g,Standard,No
Shield Can Placement Operation,Process,1,EMI Shielding Assembly,Make,N/A,0 g,Standard,No
Shield Ground Continuity Test,Process,1,EMI Shielding Assembly,Make,N/A,0 g,Standard,No
EMI Radiated Emission Test,Process,1,EMI Shielding Assembly,Make,N/A,0 g,Standard,No
EMI Conducted Emission Test,Process,1,EMI Shielding Assembly,Make,N/A,0 g,Standard,No
Shield Visual & Alignment Inspection,Process,1,EMI Shielding Assembly,Make,N/A,0 g,Standard,No
EMI Compliance Tracking Label,Material,1,EMI Shielding Assembly,Buy,PET,0.2 g,Standard,No
