Part Name,Part Type,Quantity,Parent Assembly,Material,Weight,Standard vs Custom,Valid From,Valid To,Change No.
Camera FFC Connector,Electrical,1,Motherboard Assembly,Plastic / Copper,1 g,Standard,01.08.2020,31.12.9999,5000000050
Power Button Connector,Electrical,1,Motherboard Assembly,Plastic / Copper,0.8 g,Standard,15.08.2020,31.12.9999,5000000051
DC-In Power Connector,Electrical,1,Motherboard Assembly,Copper Alloy,5 g,Standard,01.09.2020,31.12.9999,5000000052
ESD Protection Diode – USB,Electrical,1,Motherboard Assembly,Silicon,0.1 g,Standard,20.09.2020,31.12.9999,5000000053
ESD Protection Diode – HDMI,Electrical,1,Motherboard Assembly,Silicon,0.1 g,Standard,01.10.2020,31.12.9999,5000000054
EMI Shield Can – CPU,Mechanical,1,Motherboard Assembly,Tin-Plated Steel,5 g,Standard,15.10.2020,31.12.9999,5000000055
EMI Shield Can – VRM,Mechanical,1,Motherboard Assembly,Tin-Plated Steel,4 g,Standard,01.11.2020,31.12.9999,5000000056
Thermal Pad – CPU Contact,Material,1,Motherboard Assembly,Silicone,1 g,Standard,15.11.2020,31.12.9999,5000000057
Thermal Pad – VRM,Material,1,Motherboard Assembly,Silicone,1 g,Standard,01.12.2020,31.12.9999,5000000058
Motherboard Mounting Screw – 1,Fastener,1,Motherboard Assembly,Steel,0.8 g,Standard,15.12.2020,31.12.9999,5000000059
Motherboard Mounting Screw – 2,Fastener,1,Motherboard Assembly,Steel,0.8 g,Standard,01.01.2021,31.12.9999,5000000060
Motherboard Mounting Screw – 3,Fastener,1,Motherboard Assembly,Steel,0.8 g,Standard,15.04.2020,31.12.9999,5000000043
Motherboard Mounting Screw – 4,Fastener,1,Motherboard Assembly,Steel,0.8 g,Standard,01.05.2020,31.12.9999,5000000044
Motherboard Mounting Screw – 5,Fastener,1,Motherboard Assembly,Steel,0.8 g,Standard,20.05.2020,31.12.9999,5000000045
PCB Assembly Process,Process,1,Motherboard Assembly,N/A,0 g,Standard,01.06.2020,31.12.9999,5000000046
AOI Inspection,Process,1,Motherboard Assembly,N/A,0 g,Standard,15.06.2020,31.12.9999,5000000047
Functional Board Test,Process,1,Motherboard Assembly,N/A,0 g,Standard,01.07.2020,31.12.9999,5000000048
BIOS Programming Process,Process,1,Motherboard Assembly,N/A,0 g,Standard,20.07.2020,31.12.9999,5000000049
